Rent,leasing_rate,size,stories,age,renovated,class_a,class_b,amenities,net,cluster_rent,Precipitation,cooling_costs,heating_costs,green_rating
35.2,98.2,265363,16,104,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
36.14,95.36,51051,6,93,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
38,88.38,240546,17,27,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
39,42.05,2378,2,54,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
39.74,34.92,27000,3,100,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
40,64.58,34104,5,22,0,0,1,1,0,35,22.71,0.049150058,0.282011549,0
41.21,90.16,180291,20,27,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
42,100,51376,11,99,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
45,97.51,322362,20,17,0,1,0,0,0,35,22.71,0.049150058,0.282011549,0
45,51.21,196630,10,50,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
50.04,85.21,273084,13,48,1,1,0,1,0,35,22.71,0.049150058,0.282011549,0
50.67,90.95,818711,41,36,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
51.09,94.58,499215,48,35,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
56.4,90.47,11150,3,102,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
68.21,96.88,137011,16,40,0,0,1,1,0,35,22.71,0.049150058,0.282011549,0
42.5,44.94,310741,12,1,0,1,0,0,0,33.29,46.51,0.329966,0.480192,1
27.5,87.35,134297,12,25,0,0,1,0,0,33.29,46.51,0.329974503,0.480195865,0
29.5,90.25,193336,12,22,0,1,0,0,0,33.29,46.51,0.329974503,0.480195865,0
33.29,69.41,243683,13,31,0,0,1,1,0,33.29,46.51,0.329974503,0.480195865,0
35,100,163627,10,17,0,1,0,0,0,33.29,46.51,0.329974503,0.480195865,0
35.57,46.92,377846,13,31,0,0,1,1,0,33.29,46.51,0.329974503,0.480195865,0
42.5,98.68,1126428,56,18,0,1,0,1,0,27.27,45.55,0.038024,0.564394,1
6,50,80000,4,77,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
15,85.72,37300,5,100,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
17.5,75,80000,19,11,0,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
18,73.86,12000,2,20,0,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
19,78.73,99688,4,86,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
20,100,149882,5,34,1,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
21,85.75,98699,10,98,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
21,98.25,368000,29,23,1,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
21.6,67.8,39940,8,89,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
22,94.79,115400,10,79,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
22.63,76.79,35880,6,100,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
23.89,82.8,124136,14,78,1,0,1,1,0,27.27,45.55,0.038085581,0.56517779,0
24,47.95,51179,8,87,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
24.36,92.12,115442,15,79,1,0,1,1,0,27.27,45.55,0.038085581,0.56517779,0
25.29,76.65,82491,10,79,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
26,100,97720,6,81,0,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
26.66,97.62,1079013,54,19,0,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
27.07,87.58,369996,25,19,0,1,0,0,0,27.27,45.55,0.038085581,0.56517779,0
27.27,92.45,113927,10,48,1,0,1,1,0,27.27,45.55,0.038085581,0.56517779,0
27.79,77.34,161412,27,78,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
28.24,91.18,150055,13,86,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
29.55,93.09,755000,30,21,0,1,0,0,0,27.27,45.55,0.038085581,0.56517779,0
30.61,100,60299,10,98,0,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
32,74.73,85414,8,81,0,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
32.61,86.88,225000,20,43,1,1,0,0,0,27.27,45.55,0.038085581,0.56517779,0
33.41,78.38,277996,28,35,0,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
33.54,95.57,507355,40,30,0,1,0,0,0,27.27,45.55,0.038085581,0.56517779,0
34.5,91,239406,18,82,1,0,1,1,0,27.27,45.55,0.038085581,0.56517779,0
34.94,98.48,932437,44,18,0,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
35,100,52000,4,93,1,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
36,94.09,309400,22,7,0,1,0,0,0,27.27,45.55,0.038085581,0.56517779,0
36.64,95.42,218533,21,47,0,1,0,1,0,27.27,45.55,0.038085581,0.56517779,0
39.35,89.01,37800,10,82,0,0,0,0,0,27.27,45.55,0.038085581,0.56517779,0
45,97.98,74330,3,83,1,0,1,0,0,27.27,45.55,0.038085581,0.56517779,0
61,72.29,8640,1,66,1,0,0,0,0,27.27,45.55,0.038085581,0.56517779,0
75,97.92,83160,6,22,0,1,0,0,0,27.27,45.55,0.038085581,0.56517779,0
42.89,90.66,331494,19,23,0,1,0,1,0,40.665,22.71,0.258552,0.146157,1
31.97,71.5,484154,21,37,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
33,95.6,50000,4,42,1,0,1,0,0,40.665,22.71,0.258604921,0.146102369,0
33,91.85,1124719,44,32,1,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
36,91.75,280500,14,44,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
39.33,98.16,311400,15,37,1,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
42,56.67,12000,3,16,0,0,1,0,0,40.665,22.71,0.258604921,0.146102369,0
48,97.5,450000,23,25,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
49.69,96.33,492139,20,39,1,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
91.04,98.5,824106,39,17,0,1,0,1,0,40.665,22.71,0.258604921,0.146102369,0
43,93.83,275352,7,6,0,1,0,1,0,43,45.73,0.592851,0.56608,1
43,99.55,297922,10,4,0,1,0,1,0,43,45.73,0.593529008,0.565367012,0
43.71,99.32,731852,28,2,0,1,0,1,0,30.355,47.68,0.35632,0.654945,1
17,99.27,302541,4,86,1,0,0,1,0,30.355,47.68,0.356342318,0.655710775,0
45,100,328331,24,21,0,1,0,1,0,47.015,22.71,0.258552,0.146157,1
30,100,6144,2,52,0,0,0,0,0,47.015,22.71,0.258604921,0.146102369,0
49.03,100,26500,3,17,0,0,1,0,0,47.015,22.71,0.258604921,0.146102369,0
53.33,97.58,79490,11,29,1,1,0,1,0,47.015,22.71,0.258604921,0.146102369,0
45,97.93,289873,14,23,0,1,0,1,0,39,22.71,0.258552,0.146157,1
31.22,72.73,6600,2,42,0,0,1,0,0,39,22.71,0.258604921,0.146102369,0
33,100,33600,3,30,0,0,1,1,0,39,22.71,0.258604921,0.146102369,0
50.98,97.89,343421,19,22,0,1,0,1,0,39,22.71,0.258604921,0.146102369,0
45,99.4,93086,9,46,1,1,0,1,0,48.75,22.71,0.258552,0.146157,1
39.36,58.57,7000,2,72,0,0,0,0,0,48.75,22.71,0.258604921,0.146102369,0
52.5,89.68,55000,3,39,0,1,0,0,0,48.75,22.71,0.258604921,0.146102369,0
67.08,98.69,295693,13,43,1,1,0,1,0,48.75,22.71,0.258604921,0.146102369,0
45,98.25,151110,11,46,1,1,0,1,0,48.75,22.71,0.258552,0.146157,1
39.36,58.57,7000,2,72,0,0,0,0,0,48.75,22.71,0.258604921,0.146102369,0
52.5,89.68,55000,3,39,0,1,0,0,0,48.75,22.71,0.258604921,0.146102369,0
67.08,98.69,295693,13,43,1,1,0,1,0,48.75,22.71,0.258604921,0.146102369,0
45.1,96.63,677667,32,21,0,1,0,1,0,35.755,42.57,1.44652,0.007946,1
25.4,91.03,200000,11,34,1,0,1,1,0,35.755,42.57,1.448742104,0.007964265,0
25.5,88.88,88000,9,26,0,0,1,1,0,35.755,42.57,1.448742104,0.007964265,0
33.75,95.38,286822,13,27,1,0,1,1,0,35.755,42.57,1.448742104,0.007964265,0
34.51,96.97,100425,13,26,0,0,1,1,0,35.755,42.57,1.448742104,0.007964265,0
37,69.9,104271,11,34,0,0,1,1,0,35.755,42.57,1.448742104,0.007964265,0
39.27,88.74,415150,28,22,0,1,0,1,0,35.755,42.57,1.448742104,0.007964265,0
40.16,78.69,208325,15,26,1,0,1,1,0,35.755,42.57,1.448742104,0.007964265,0
45.25,94.09,591840,12,17,0,1,0,1,0,40,45.73,0.592851,0.56608,1
25,93.82,51153,12,22,0,0,1,0,0,40,45.73,0.593529008,0.565367012,0
27,87.5,20000,9,68,0,0,0,0,0,40,45.73,0.593529008,0.565367012,0
27.52,52.06,3546,2,107,1,0,0,0,0,40,45.73,0.593529008,0.565367012,0
30.05,94.92,27811,8,81,1,0,0,1,0,40,45.73,0.593529008,0.565367012,0
32,63.16,9500,3,62,0,0,0,0,0,40,45.73,0.593529008,0.565367012,0
34.49,99.03,65297,14,51,1,0,1,0,0,40,45.73,0.593529008,0.565367012,0
35.42,97.21,73893,12,43,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
36.18,96.31,149568,12,27,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
36.39,58.38,40459,7,102,0,0,0,0,0,40,45.73,0.593529008,0.565367012,0
36.51,98.85,413003,13,20,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
37,100,114801,12,44,1,0,1,0,0,40,45.73,0.593529008,0.565367012,0
37.5,90.79,44258,11,86,1,0,1,1,0,40,45.73,0.593529008,0.565367012,0
38,91.16,71489,11,24,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
38,93.63,80403,15,53,0,0,0,0,0,40,45.73,0.593529008,0.565367012,0
38.72,24.4,239174,12,19,0,1,0,0,0,40,45.73,0.593529008,0.565367012,0
38.97,91.16,278772,12,25,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
39.08,83.68,205319,12,38,0,0,1,0,0,40,45.73,0.593529008,0.565367012,0
39.19,47.55,74028,12,1,0,1,0,0,0,40,45.73,0.593529008,0.565367012,0
39.39,71.49,170000,12,34,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
39.5,93.41,40000,12,89,1,0,1,0,0,40,45.73,0.593529008,0.565367012,0
40,100,269000,12,6,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
40,96.77,269626,12,3,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
40.49,96.07,225000,12,21,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
41,100,123000,12,44,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
41.38,97.51,67997,11,81,0,0,0,0,0,40,45.73,0.593529008,0.565367012,0
41.45,86.66,78470,12,57,1,0,1,1,0,40,45.73,0.593529008,0.565367012,0
41.51,99.19,348629,12,15,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
41.91,98.58,105836,12,20,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
42,100,60321,11,21,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
42,96.61,79294,12,21,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
42.23,96.85,120276,14,26,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
42.79,33.19,310748,10,1,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
43.74,95.92,190643,12,24,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
44.06,100,216192,12,15,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
44.75,69.56,174589,12,25,0,0,1,0,0,40,45.73,0.593529008,0.565367012,0
45,100,444235,12,26,0,0,1,0,0,40,45.73,0.593529008,0.565367012,0
45,97.16,381068,12,6,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
46.09,69.81,298207,12,27,1,0,1,1,0,40,45.73,0.593529008,0.565367012,0
46.42,97.78,189000,12,25,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
46.99,100,342014,12,18,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
47.34,97.03,167233,12,25,1,0,1,0,0,40,45.73,0.593529008,0.565367012,0
49.68,97.32,201657,12,29,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
51,92.81,172937,12,25,0,0,1,1,0,40,45.73,0.593529008,0.565367012,0
52.03,94.36,244585,12,25,0,1,0,1,0,40,45.73,0.593529008,0.565367012,0
53.5,98.34,214029,12,37,1,1,0,1,0,40,45.73,0.593529008,0.565367012,0
45.9,77.28,317729,16,20,0,1,0,1,0,41.12,22.71,0.258552,0.146157,1
33,100,90607,5,12,0,1,0,0,0,41.12,22.71,0.258604921,0.146102369,0
34.2,82.91,110000,3,27,1,1,0,0,0,41.12,22.71,0.258604921,0.146102369,0
41.12,97.04,285516,12,5,0,1,0,1,0,41.12,22.71,0.258604921,0.146102369,0
57,89.82,286210,12,6,0,1,0,0,0,41.12,22.71,0.258604921,0.146102369,0
46.13,98.91,301414,22,22,0,1,0,0,0,32.945,22.71,0.258552,0.146157,1
24,88.68,7776,2,74,0,0,0,0,0,32.945,22.71,0.258604921,0.146102369,0
26.64,95.18,26135,4,22,0,0,1,0,0,32.945,22.71,0.258604921,0.146102369,0
31.69,81.97,19849,4,22,0,0,1,0,0,32.945,22.71,0.258604921,0.146102369,0
34.2,100,21302,2,38,0,0,1,0,0,32.945,22.71,0.258604921,0.146102369,0
53.67,98.21,292056,20,18,0,1,0,1,0,32.945,22.71,0.258604921,0.146102369,0
46.13,99.27,135943,5,19,0,1,0,0,0,34.2,22.71,0.258552,0.146157,1
26.64,95.18,26135,4,22,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
31.69,81.97,19849,4,22,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
34.2,100,21302,2,38,0,0,1,0,0,34.2,22.71,0.258604921,0.146102369,0
53.67,98.21,292056,20,18,0,1,0,1,0,34.2,22.71,0.258604921,0.146102369,0
46.2,77.88,43796,4,16,0,1,0,0,0,44.61,22.71,0.258552,0.146157,1
39.6,51.4,10700,2,1,0,0,1,0,0,44.61,22.71,0.258604921,0.146102369,0
44.61,100,163211,6,49,1,0,1,1,0,44.61,22.71,0.258604921,0.146102369,0
45,96.95,63355,7,42,0,1,0,1,0,44.61,22.71,0.258604921,0.146102369,0
48,100,20469,4,44,0,0,1,0,0,44.61,22.71,0.258604921,0.146102369,0
46.8,83.52,103015,7,16,0,1,0,1,0,41.12,22.71,0.258552,0.146157,1
33,100,90607,5,12,0,1,0,0,0,41.12,22.71,0.258604921,0.146102369,0
34.2,82.91,110000,3,27,1,1,0,0,0,41.12,22.71,0.258604921,0.146102369,0
41.12,97.04,285516,12,5,0,1,0,1,0,41.12,22.71,0.258604921,0.146102369,0
57,89.82,286210,12,6,0,1,0,0,0,41.12,22.71,0.258604921,0.146102369,0
47,99.12,139061,10,35,1,1,0,1,0,47.5,22.71,0.258552,0.146157,1
3,84.14,21444,3,50,1,0,1,0,0,47.5,22.71,0.258604921,0.146102369,0
48,89.52,10500,2,53,0,0,0,0,0,47.5,22.71,0.258604921,0.146102369,0
81,98.7,313304,22,42,1,1,0,1,0,47.5,22.71,0.258604921,0.146102369,0
47.4,91.4,217000,11,17,0,1,0,1,0,37.8,22.71,0.281232,0.144406,1
33,69.55,102918,4,22,0,0,1,0,0,37.8,22.71,0.281289563,0.144352023,0
34.05,97.92,115571,6,20,0,1,0,1,0,37.8,22.71,0.281289563,0.144352023,0
37.8,85.08,96490,4,19,0,1,0,0,0,37.8,22.71,0.281289563,0.144352023,0
38.4,100,41500,2,19,0,0,1,0,1,37.8,22.71,0.281289563,0.144352023,0
47.99,100,419619,12,93,1,1,0,1,1,45.53,45.73,0.592851,0.56608,1
32.3,82.3,110286,11,38,0,0,1,0,0,45.53,45.73,0.593529008,0.565367012,0
32.9,100,58349,10,95,1,0,1,0,0,45.53,45.73,0.593529008,0.565367012,0
33.87,91.87,108558,12,65,1,0,1,0,0,45.53,45.73,0.593529008,0.565367012,0
35.14,76.02,43616,12,22,0,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
35.42,97.21,73893,12,43,0,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
36.51,98.85,413003,13,20,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
37,91.48,324000,12,18,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
41.51,99.19,348629,12,15,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
41.91,98.58,105836,12,20,0,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
42,95.98,195711,12,16,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
42.37,87.98,498920,10,105,1,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
42.6,72.72,431507,14,79,1,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
43.63,93.71,133849,10,25,1,1,0,0,0,45.53,45.73,0.593529008,0.565367012,0
43.74,95.92,190643,12,24,0,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
44.84,97.34,224873,11,90,1,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
45,84.51,6398,4,108,0,0,0,0,0,45.53,45.73,0.593529008,0.565367012,0
45.25,99.9,789192,12,12,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
45.46,89.41,260779,11,17,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
45.6,99.15,306563,10,38,1,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
46.69,85.5,489000,15,24,0,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
46.99,100,342014,12,18,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
48,100,119226,10,18,0,1,0,0,0,45.53,45.73,0.593529008,0.565367012,0
48,100,224873,12,7,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
48,79.21,25810,7,97,1,0,1,0,0,45.53,45.73,0.593529008,0.565367012,0
48.08,100,586478,12,24,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
48.5,100,422200,11,27,0,1,0,0,0,45.53,45.73,0.593529008,0.565367012,0
51,92.81,172937,12,25,0,0,1,1,0,45.53,45.73,0.593529008,0.565367012,0
51.04,89.33,177198,10,1,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
52.03,94.36,244585,12,25,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
54.27,100,242787,12,106,1,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
55,100,368880,14,6,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
57.13,85.52,283889,10,1,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
60,100,183808,11,16,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
62.13,99.02,243717,12,18,0,1,0,1,0,45.53,45.73,0.593529008,0.565367012,0
48,89.82,450000,23,25,0,1,0,1,0,48,22.71,0.258552,0.146157,1
31.97,71.5,484154,21,37,0,1,0,1,0,48,22.71,0.258604921,0.146102369,0
33,95.6,50000,4,42,1,0,1,0,0,48,22.71,0.258604921,0.146102369,0
33,91.85,1124719,44,32,1,1,0,1,0,48,22.71,0.258604921,0.146102369,0
39.33,98.16,311400,15,37,1,1,0,1,0,48,22.71,0.258604921,0.146102369,0
42,56.67,12000,3,16,0,0,1,0,0,48,22.71,0.258604921,0.146102369,0
48,97.5,450000,23,25,0,1,0,1,0,48,22.71,0.258604921,0.146102369,0
49.69,96.33,492139,20,39,1,1,0,1,0,48,22.71,0.258604921,0.146102369,0
51,90.11,199534,19,40,0,1,0,1,0,48,22.71,0.258604921,0.146102369,0
60,85.01,775541,12,0,0,1,0,1,0,48,22.71,0.258604921,0.146102369,0
91.04,98.5,824106,39,17,0,1,0,1,0,48,22.71,0.258604921,0.146102369,0
48,100,115060,5,3,0,1,0,0,0,29.975,45.55,0.038024,0.564394,1
12.15,81.27,218400,8,42,0,0,1,0,0,29.975,45.55,0.038085581,0.56517779,0
29.95,87.68,169065,6,0,0,1,0,1,1,29.975,45.55,0.038085581,0.56517779,0
30,96.86,148338,4,0,0,1,0,1,0,29.975,45.55,0.038085581,0.56517779,0
48.87,97.13,1083000,39,34,1,1,0,1,0,34.875,22.71,0.04914,0.282117,1
19.76,93.91,65625,9,91,0,0,1,1,0,34.875,22.71,0.049150058,0.282011549,0
22.95,84.47,23534,5,90,0,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
23,100,216000,12,67,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
24,100,53577,14,90,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
24,100,13400,6,77,0,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
26,80,22355,5,66,1,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
27,83.25,30000,5,100,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
27,72.02,64955,7,83,1,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
27,100,30000,7,80,0,0,0,0,1,34.875,22.71,0.049150058,0.282011549,0
29.23,96.82,24250,4,100,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
29.93,78.55,430523,25,52,1,0,1,1,0,34.875,22.71,0.049150058,0.282011549,0
30,95.52,572041,22,85,0,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
30,68.85,15832,6,99,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
30.37,89.35,128838,14,94,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
30.5,98.46,99465,21,85,0,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
31.5,85.71,19600,6,82,1,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
31.99,92.2,106000,11,94,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
33,98.96,65000,8,93,0,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
33,100,19000,5,100,0,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
34.18,95.71,711000,48,21,0,1,0,0,0,34.875,22.71,0.049150058,0.282011549,0
34.5,88.46,89927,11,85,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
34.55,90.6,434569,22,115,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
34.75,100,39900,7,100,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
35,100,15150,6,100,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
35,92.76,151942,7,83,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
35,79.3,51086,16,81,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
35,84.85,33000,6,100,0,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
35.14,66.12,18021,7,79,1,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
35.2,98.2,265363,16,104,0,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
35.5,88.7,37544,10,97,0,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
36.14,95.36,51051,6,93,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
37.5,100,71345,15,100,1,0,1,1,0,34.875,22.71,0.049150058,0.282011549,0
38,88.38,240546,17,27,0,1,0,1,0,34.875,22.71,0.049150058,0.282011549,0
38,83.1,623352,38,28,0,1,0,1,0,34.875,22.71,0.049150058,0.282011549,0
39,98.76,228470,22,21,0,1,0,1,0,34.875,22.71,0.049150058,0.282011549,0
39.56,41.58,180000,14,99,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
41.5,83.81,486711,42,32,0,1,0,0,0,34.875,22.71,0.049150058,0.282011549,0
42,100,51376,11,99,1,0,1,1,0,34.875,22.71,0.049150058,0.282011549,0
43,100,303645,18,48,1,1,0,1,0,34.875,22.71,0.049150058,0.282011549,0
45,91.92,220000,26,21,0,1,0,1,0,34.875,22.71,0.049150058,0.282011549,0
45.95,100,428420,30,29,0,1,0,1,0,34.875,22.71,0.049150058,0.282011549,0
50.25,95.27,56000,16,86,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
55,100,43956,10,101,1,0,1,0,0,34.875,22.71,0.049150058,0.282011549,0
72,80.14,7050,3,101,0,0,0,0,0,34.875,22.71,0.049150058,0.282011549,0
49.45,98.28,227046,16,18,0,1,0,0,0,32.945,22.71,0.258552,0.146157,1
24,88.68,7776,2,74,0,0,0,0,0,32.945,22.71,0.258604921,0.146102369,0
26.64,95.18,26135,4,22,0,0,1,0,0,32.945,22.71,0.258604921,0.146102369,0
31.69,81.97,19849,4,22,0,0,1,0,0,32.945,22.71,0.258604921,0.146102369,0
34.2,100,21302,2,38,0,0,1,0,0,32.945,22.71,0.258604921,0.146102369,0
53.67,98.21,292056,20,18,0,1,0,1,0,32.945,22.71,0.258604921,0.146102369,0
49.8,94.09,400215,10,20,0,1,0,1,0,45.13,45.73,0.592851,0.56608,1
42,99.59,384157,12,34,0,0,1,1,0,45.13,45.73,0.593529008,0.565367012,0
43.93,100,272006,9,40,0,0,1,0,0,45.13,45.73,0.593529008,0.565367012,0
45.13,86.86,396894,10,26,0,1,0,1,0,45.13,45.73,0.593529008,0.565367012,0
47,98.95,311743,10,1,0,1,0,0,0,45.13,45.73,0.593529008,0.565367012,0
50,95.71,347141,21,38,1,1,0,0,0,35,22.71,0.04914,0.282117,1
15,82.02,18908,3,100,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
19.76,93.91,65625,9,91,0,0,1,1,0,35,22.71,0.049150058,0.282011549,0
19.92,100,57772,3,154,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
22.95,84.47,23534,5,90,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
23,100,216000,12,67,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
24,81.42,20784,4,107,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
26.5,100,72000,10,99,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
30,66.67,2400,3,100,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
30.37,89.35,128838,14,94,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
31.05,94.39,313012,23,21,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
31.31,89.99,74325,5,24,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
31.5,85.71,19600,6,82,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
31.99,92.2,106000,11,94,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
32,87.76,58383,7,99,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
32,90.88,30000,4,83,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
32,76.62,22664,6,80,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34,76.34,42839,6,22,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34.18,95.71,711000,48,21,0,1,0,0,0,35,22.71,0.049150058,0.282011549,0
34.5,88.46,89927,11,85,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34.55,90.6,434569,22,115,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,92.76,151942,7,83,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,79.3,51086,16,81,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35.14,66.12,18021,7,79,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
35.2,98.2,265363,16,104,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
36.14,95.36,51051,6,93,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
